Accession ID,genotype
AB722660,A
AB722661,A
AB722662,A
AB722663,A
AB722664,A
AB722665,A
AB722666,A
AB722667,A
AB722668,A
AB722669,A
AB722670,A
AB722671,A
AB722672,A
AB722673,A
AB722674,A
AB722675,A
AB722676,A
AB722677,A
AB722678,A
AB722679,A
AB722680,A
AB722681,A
AB722682,A
AB722683,A
AB722684,A
AB722685,A
AB722686,A
AB722687,A
AB722688,A
AB722689,A
AB722690,A
AB722691,A
AB722692,A
AB722693,A
AB722694,A
AB722695,A
AB722696,A
AB722697,A
AB722698,A
AB722699,A
AB722700,A
AB722701,A
AB722702,A
AB722703,A
AB722704,A
AB722705,A
AB722706,A
AB722707,A
AB722708,A
AB722709,A
AB722710,A
AB722711,A
AB722712,A
AB722713,A
AB722714,A
AB722715,A
AB722716,A
AB722717,A
AB722718,A
AB722719,A
AB722720,A
AB722721,A
AB722722,A
AB722723,A
AB722724,A
AB722725,A
AB722726,A
AB722727,A
AB722728,A
AB722729,A
AB722730,A
AB722731,A
AB722732,A
AB722733,A
AB722734,A
AB722735,A
AB722736,A
AB722737,A
AB722738,A
AB722739,A
AB722740,A
AB722741,A
AB722742,A
AB722743,A
AB722744,A
AB722745,A
AB722746,A
AB722747,A
AB722748,A
AB722749,A
AB722750,A
AB722751,A
AB722752,A
AB722753,A
AB722754,A
AB722755,A
AB722756,A
AB722757,A
AB722758,A
AB722759,A
AB722760,A
AB722761,A
AB722762,A
AB722763,A
AB722764,A
AB722765,A
AB722766,A
AB722767,A
AB722768,A
AB722769,A
AB722770,A
AB722771,A
AB722772,A
AB722773,A
AB722774,A
AB722775,A
AB722776,A
AB722777,A
AB722778,A
AB722779,A
AB722780,A
AB722781,A
AB722782,A
AB722783,A
AB722784,A
AB722785,A
AB722786,A
AB722787,A
AB722788,A
AB722789,A
AB722790,A
AB722791,A
AB722792,A
AB722793,A
AB722794,A
AB722795,A
AB722796,A
AB722797,A
AB722798,A
AB722799,A
AB722800,A
AB722801,A
AB722802,A
AB722803,A
AB722804,A
AB722805,A
AB722806,A
AB722807,A
AB722808,A
AB722809,A
AB722810,A
AB722811,A
AB722812,A
AB722813,A
AB722814,A
AB722815,A
AB722816,A
AB722817,A
AB722818,A
AB722819,A
AB722820,A
AB722821,A
AB722822,A
AB722823,A
AB722824,A
AB722825,A
AB722826,A
AB722827,A
AB722828,A
AB722829,A
AB722830,A
AB722831,A
AB722832,A
AB722833,A
AB722834,A
AB722835,A
AB722836,A
AB722837,A
AB722838,A
AB722839,A
AB722840,A
AB722841,A
AB722842,A
AB722843,A
AB722844,A
AB722845,A
AB722846,A
AB722847,A
AB722848,A
AB722849,A
AB722850,A
AB722851,A
AB722852,A
AB722853,A
AB722854,A
AB722855,A
AB722856,A
AB722857,A
AB722858,A
AB722859,A
AB722860,A
AB722861,A
AB722862,A
AB722863,A
AB722864,A
AB722865,A
AB722866,A
AB722867,A
AB722868,A
AB722869,A
AB722870,A
AB722871,A
AB722872,A
AB722873,A
AB722874,A
AB722875,A
AB722876,A
AB722877,A
AB722878,A
AB722879,A
AB722880,A
AB722881,A
AB722882,A
AB722883,A
AB722884,A
AB722885,A
AB722886,A
AB722887,A
AB722888,A
AB722889,A
AB722890,A
AB722891,A
AB722892,A
AB722893,A
AB722894,A
AB722895,A
AB722896,A
AB722897,A
AB722898,A
AB722899,A
AB722900,A
AB722901,A
AB722902,A
AB722903,A
AB722904,A
AB722905,A
AB722906,A
AB722907,A
AB722908,A
AB722909,A
AB722910,A
AB722911,A
AB722912,A
AB722913,A
AB722914,A
AB722915,A
AB722916,A
AB722917,A
AB722918,A
AB722919,A
AB722920,A
AB722921,A
AB722922,A
AB722923,A
AB722924,A
AB722925,A
AB722926,A
AB722927,A
AB722928,A
AB722929,A
AB722930,A
AB722931,A
AB722932,A
AB722933,A
AB722934,A
AB722935,A
AB722936,A
AB722937,A
AB722938,A
AB722939,A
AB722940,A
AB722941,A
AB722942,A
AB722943,A
AB722944,A
AB722945,A
AB722946,A
AB722947,A
AB722948,A
AB722949,A
AB722950,A
AB722951,A
AB722952,A
AB722953,A
AB722954,A
AB722955,A
AB722956,A
AB722957,A
AB722958,A
AB722959,A
AB722960,A
AB722961,A
AB722962,A
AB722963,A
AB722964,A
AB722965,A
AB722966,A
AB722967,A
AB722968,A
AB722969,A
AB722970,A
AB722971,A
AB722972,A
AB722973,A
AB722974,A
AB722975,A
AB722976,A
AB722977,A
AB722978,A
AB722979,A
AB722980,A
AB722981,A
AB722982,A
AB722983,A
AB722984,A
AB722985,A
AB722986,A
AB722987,A
AB722988,A
AB722989,A
AB722990,A
AB722991,A
AB722992,A
AB722993,A
AB722994,A
AB722995,A
AB722996,A
AB722997,A
AB722998,A
AB722999,A
AB723000,A
AB723001,A
AB723002,A
AB723003,A
AB723004,A
AB723005,A
AB723006,A
AB723007,A
AB723008,A
AB723009,A
AB723010,A
AB723011,A
AB723012,A
AB723013,A
AB723014,A
AB723015,A
AB723016,A
AB723017,A
AB723018,A
AB723019,A
AB723020,A
AB723021,A
AB723022,A
AB723023,A
AB723024,A
AB723025,A
AB723026,A
AB723027,A
AB723028,A
AB723029,A
AB723030,A
AB723031,A
AB723032,A
AB723033,A
AB723034,A
AB723035,A
AB723036,A
AB723037,A
AB723038,A
AB723039,A
AB723040,A
AB723041,A
AB723042,A
AB723043,A
AB723044,A
AB723045,A
AB723046,A
AB723047,A
AB723048,A
AB723049,A
AB723050,A
AB723051,A
AB723052,A
AB723053,A
AB723054,A
AB723055,A
AB723056,A
AB723057,A
AB723058,A
AB723059,A
AB723060,A
AB723061,A
AB723062,A
AB723063,A
AB723064,A
AB723065,A
AB723066,A
AB723067,A
AB723068,A
AB723069,A
AB723070,A
AB723071,A
AB723072,A
AB723073,A
AB723074,A
AB723075,A
AB723076,A
AB723077,A
AB723078,A
AB723079,A
AB723080,A
AB723081,A
AB723082,A
AB723083,A
AB723084,A
AB723085,A
AB723086,A
AB723087,A
AB723088,A
AB723089,A
AB723090,A
AB723091,A
AB723092,A
AB723093,A
AB723094,A
AB723095,A
AB723096,A
AB723097,A
AB723098,A
AB723099,A
AB723100,A
AB723101,A
AB723102,A
AB723103,A
AB723104,A
AB723105,A
AB723106,A
AB723107,A
AB723108,A
AB723109,A
AB723110,A
AB723111,A
AB723112,A
AB723113,A
AB723114,A
AB723115,A
AB723116,B
AB723117,B
AB723118,B
AB723119,B
AB723120,B
AB723121,B
AB723122,B
AB723123,B
AB723124,B
AB723125,B
AB723126,B
AB723127,B
AB723128,B
AB723129,B
AB723130,B
AB723131,B
AB723132,B
AB723133,B
AB723134,B
AB723135,B
AB723136,B
AB723137,B
AB723138,B
AB723139,B
AB723140,B
AB723141,B
AB723142,B
AB723143,B
AB723144,B
AB723145,B
AB723146,B
AB723147,B
AB723148,B
AB723149,B
AB723150,B
AB723151,B
AB723152,B
AB723153,B
AB723154,B
AB723155,B
AB723156,B
AB723157,B
AB723158,B
AB723159,B
AB723160,B
AB723161,B
AB723162,B
AB723163,B
AB723164,B
AB723165,B
AB723166,B
AB723167,B
AB723168,B
AB723169,B
AB723170,B
AB723171,B
AB723172,B
AB723173,B
AB723174,B
AB723175,B
AB723176,B
AB723177,B
AB723178,B
AB723179,B
AB723180,B
AB723181,B
AB723182,B
AB723183,B
AB723184,B
AB723185,B
AB723186,B
AB723187,B
AB723188,B
AB723189,B
AB723190,B
AB723191,B
AB723192,B
AB723193,B
AB723194,B
AB723195,B
AB723196,B
AB723197,B
AB723198,B
AB723199,B
AB723200,B
AB723201,B
AB723202,B
AB723203,B
AB723204,B
AB723205,B
AB723206,B
AB723207,B
AB723208,B
AB723209,B
AB723210,B
AB723211,B
AB723212,B
AB723213,B
AB723214,B
AB723215,B
AB723216,B
AB723217,B
AB723218,B
AB723219,B
AB723220,B
AB723221,B
AB723222,B
AB723223,B
AB723224,B
AB723225,B
AB723226,B
AB723227,B
AB723228,B
AB723229,B
AB723230,B
AB723231,B
AB723232,B
AB723233,B
AB723234,B
AB723235,B
AB723236,B
AB723237,B
AB723238,B
AB723239,B
AB723240,B
AB723241,B
AB723242,B
AB723243,B
AB723244,B
AB723245,B
AB723246,B
AB723247,B
AB723248,B
AB723249,B
AB723250,B
AB723251,B
AB723252,B
AB723253,B
AB723254,B
AB723255,B
AB723256,B
AB723257,B
AB723258,B
AB723259,B
AB723260,B
AB723261,B
AB723262,B
AB723263,B
AB723264,B
AB723265,B
AB723266,B
AB723267,B
AB723268,B
AB723269,B
AB723270,B
AB723271,B
AB723272,B
AB723273,B
AB723274,B
AB723275,B
AB723276,B
AB723277,B
AB723278,B
AB723279,B
AB723280,B
AB723281,B
AB723282,B
AB723283,B
AB723284,B
AB723285,B
AB723286,B
AB723287,B
AB723288,B
AB723289,B
AB723290,B
AB723291,B
AB723292,B
AB723293,B
AB723294,B
AB723295,B
AB723296,B
AB723297,B
AB723298,B
AB723299,B
AB723300,B
AB723301,B
AB723302,B
AB723303,B
AB723304,B
AB723305,B
AB723306,B
AB723307,B
AB723308,B
AB723309,B
AB723310,B
AB723311,B
AB723312,B
AB723313,B
AB723314,B
AB723315,B
AB723316,B
AB723317,B
AB723318,B
AB723319,B
AB723320,B
AB723321,B
AB723322,B
AB723323,B
AB723324,B
AB723325,B
AB723326,B
AB723327,B
AB723328,B
AB723329,B
AB723330,B
AB723331,B
AB723332,B
AB723333,B
AB723334,B
AB723335,B
AB723336,B
AB723337,B
AB723338,B
AB723339,B
AB723340,B
AB723341,B
AB723342,B
AB723343,B
AB723344,B
AB723345,B
AB723346,B
AB723347,B
AB723348,B
AB723349,B
AB723350,B
AB723351,B
AB723352,B
AB723353,B
AB723354,B
AB723355,B
AB723356,B
AB723357,B
AB723358,B
AB723359,B
AB723360,B
AB723361,B
AB723362,B
AB723363,B
AB723364,B
AB723365,B
AB723366,B
AB723367,B
AB723368,B
AB723369,B
AB723370,B
AB723371,B
AB723372,B
AB723373,B
AB723374,B
AB723375,B
AB723376,B
AB723377,B
AB723378,B
AB723379,B
AB723380,B
AB723381,B
AB723382,B
AB723383,B
AB723384,B
AB723385,B
AB723386,B
AB723387,B
AB723388,B
AB723389,B
AB723390,B
AB723391,B
AB723392,B
AB723393,B
AB723394,B
AB723395,B
AB723396,B
AB723397,B
AB723398,B
AB723399,B
AB723400,B
AB723401,B
AB723402,B
AB723403,B
AB723404,B
AB723405,B
AB723406,B
AB723407,B
AB723408,B
AB723409,B
AB723410,B
AB723411,B
AB723412,B
AB723413,B
AB723414,B
AB723415,B
AB723416,B
AB723417,B
AB723418,B
AB723419,B
AB723420,B
AB723421,B
AB723422,B
AB723423,B
AB723424,B
AB723425,B
AB723426,B
AB723427,B
AB723428,B
AB723429,B
AB723430,B
AB723431,B
AB723432,B
AB723433,B
AB723434,B
AB723435,B
AB723436,B
AB723437,B
AB723438,B
AB723439,B
AB723440,B
AB723441,B
AB723442,B
AB723443,B
AB723444,B
AB723445,B
AB723446,B
AB723447,B
AB723448,B
AB723449,B
AB723450,B
AB723451,B
AB723452,B
AB723453,B
AB723454,B
AB723455,B
AB723456,B
AB723457,B
AB723458,B
AB723459,B
AB723460,B
AB723461,B
AB723462,B
AB723463,B
AB723464,B
AB723465,B
AB723466,B
AB723467,B
AB723468,B
AB723469,B
AB723470,B
AB723471,B
AB723472,B
AB723473,B
AB723474,B
AB723475,B
AB723476,B
AB723477,B
AB723478,B
AB723479,B
AB723480,B
AB723481,B
AB723482,B
AB723483,B
AB723484,B
AB723485,B
AB723486,B
AB723487,B
AB723488,B
AB723489,B
AB723490,B
AB723491,B
AB723492,B
